PSC.0177	PSC.0186	PSC.0202	PSC.0203	PSC.0209	PSC.0219	PSC.0230	PSC.0149	PSC.0174	PSC.0187	PSC.0188	PSC.0190	PSC.0228	PSC.0231
g19458.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g12572.t1	1	14	12	6	0	3	4	3	1	9	1	0	0	0
g2743.t1	57	81	62	53	49	78	95	8	11	6	9	1	9	6
g2492.t1	22	40	21	23	63	21	74	6	11	24	9	5	16	7
g15360.t1	1	0	0	0	0	1	0	1	0	3	0	0	3	1
g10513.t1	615	1413	1495	1102	719	960	1320	588	964	1003	1751	1401	1115	2204
g1772.t1	348	468	555	367	494	525	848	110	362	178	171	375	301	273
g8580.t1	288	389	582	497	620	481	368	297	409	202	234	80	191	141
g16151.t1	0	0	0	0	0	0	0	0	0	0	18	0	0	13
g5080.t1	34	36	46	30	32	33	32	32	17	19	8	6	9	5
g17642.t2	12	22	20	0	13	11	12	3	10	8	5	5	0	5
g6954.t1	4	27	17	0	2	11	74	22	19	9	30	4	8	36
g1238.t1	26	14	21	9	8	23	22	11	23	27	48	24	42	91
g22173.t2	0	6	2	0	0	0	0	0	0	0	3	0	0	0
g11247.t1	5456	4551	7061	4730	3355	5029	6349	4950	4859	6387	7136	2801	4160	11249
g12742.t1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
g12429.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g3389.t1	40	17	37	33	88	27	31	18	7	9	27	2	18	8
g21724.t1	0	0	0	0	0	0	0	0	0	6	3	0	4	1
g13568.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g6054.t1	2	0	2	0	0	3	0	0	0	0	0	1	1	0
g7645.t2	274	145	155	177	98	161	210	379	353	325	307	279	321	246
g20192.t1	22	40	39	50	52	45	43	9	3	34	2	1	11	3
g15831.t1	0	0	0	0	0	1	0	1	0	7	6	0	4	3
g14755.t1	11	1	6	6	4	7	7	3	5	21	11	0	0	22
g2714.t1	9	0	4	0	10	2	12	2	4	6	3	1	5	2
g13502.t1	151	123	151	139	180	102	159	155	202	123	127	66	182	97
g2889.t1	0	1	0	1	0	0	2	0	0	0	0	0	3	0
g16276.t1	1	4	0	9	0	3	4	0	2	0	0	0	7	0
g10877.t1	0	8	1	7	0	0	4	1	0	0	0	0	11	0
g733.t1	51	41	41	68	52	50	76	70	66	36	106	100	117	77
g18073.t1	14	49	61	41	0	0	63	30	15	74	51	50	17	87
g8431.t1	0	0	0	0	0	0	0	0	0	2	1	0	0	0
g6127.t1	25	38	33	13	31	20	44	1	4	10	26	3	3	12
g12777.t1	59	91	77	60	189	65	126	64	42	45	48	54	75	54
g21653.t2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g13692.t1	47	54	52	50	37	58	115	24	27	26	33	3	37	9
g15137.t1	96	161	165	110	152	108	153	57	61	58	48	22	64	45
g6193.t1	124	174	157	104	185	123	206	121	189	285	175	274	320	205
g3960.t2	1	0	82	2	1	72	2	99	6	0	0	39	0	36
g14400.t1	145	147	237	162	98	108	197	326	293	268	427	417	553	560
g18859.t1	1	0	0	0	0	0	1	3	0	0	1	0	0	2
g8313.t1	3	5	6	26	0	0	25	3	2	1	6	0	0	0
g17123.t1	13	5	9	26	26	12	11	73	29	39	203	260	339	740
g22996.t1	0	0	0	0	0	0	0	2	0	0	0	0	0	0
g10475.t1	28	29	42	35	20	37	49	7	3	7	19	2	12	4
g23830.t1	2606	3579	3425	3166	3300	2247	3224	3633	3466	5528	3324	3662	3922	4648
g15116.t1	46	9	17	53	20	11	35	5	5	125	364	2	41	460
g21545.t1	14	6	20	4	1	4	24	2	8	22	11	6	17	0
g9387.t1	0	2	7	1	7	3	10	0	0	8	3	2	0	0
g23444.t1	40	0	0	30	0	5	25	22	0	16	47	0	0	0
g19511.t1	1	0	0	0	0	0	1	1	0	15	13	15	90	12
g16430.t1	1	0	0	0	0	0	0	0	1	0	0	0	0	0
g17202.t1	384	497	475	422	545	434	605	546	533	832	590	392	609	458
g17264.t1	37	77	46	14	101	75	182	39	47	32	33	2	22	16
g20641.t1	4	15	4	4	20	1	12	2	2	2	6	4	0	5
g4637.t1	677	858	985	819	1329	708	1064	333	201	1937	6847	198	528	5425
g15476.t1	2	2	4	14	5	7	5	0	1	36	9	0	18	9
g6380.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g17192.t1	39	90	76	69	54	56	84	26	42	22	25	16	33	16
g876.t1	0	9	7	3	0	13	10	2	4	4	6	5	12	1
g12499.t1	311	361	357	262	335	207	347	163	176	136	260	90	115	106
g19564.t2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g19506.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g20653.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g2120.t1	16	25	0	19	41	27	67	1	7	2	18	1	4	0
g16081.t1	1	0	0	0	0	0	3	0	0	0	0	0	0	0
g7410.t1	0	0	5	0	11	0	0	0	0	6	0	0	3	0
g1690.t1	0	35	8	2	0	8	35	3	3	12	11	4	8	0
g1281.t1	2	0	0	3	0	0	0	0	0	0	0	0	0	0
g13556.t1	2	0	0	6	0	0	2	0	0	1	0	0	0	0
g7814.t1	16	4	10	0	0	8	0	0	0	28	15	0	0	27
g15488.t1	0	0	10	5	1	2	5	0	1	4	6	1	15	2
g7814.t2	0	0	0	7	3	0	22	2	6	0	0	0	18	0
g5242.t1	147	157	222	138	123	142	198	92	66	91	167	70	122	134
g13043.t1	38	39	48	78	47	46	28	25	27	58	37	10	67	11
g1751.t1	165	180	106	169	132	193	64	193	199	81	122	89	54	81
g5312.t2	0	17	13	9	0	0	33	0	9	54	25	0	29	22
g19936.t1	203	306	288	193	140	239	328	121	218	222	212	131	194	140
g3725.t1	15	9	6	10	32	7	16	2	4	2	1	1	0	2
g22016.t1	2	1	0	0	0	0	0	0	0	13	34	1	5	31
g20677.t1	181	91	47	33	117	106	60	114	232	113	78	43	138	30
g2289.t1	0	0	1	3	1	2	11	1	0	2	2	0	2	5
g15083.t1	50	46	86	79	22	74	71	48	22	51	61	9	21	20
g22475.t1	46	131	57	73	86	98	139	12	46	445	437	45	194	442
g15727.t1	10	7	15	17	0	0	24	0	0	102	51	0	42	43
g20246.t1	20	0	0	0	0	0	0	15	0	0	0	0	26	0
g14221.t1	149	222	203	179	238	174	237	155	78	101	181	132	156	106
g19384.t1	76	86	89	53	64	68	60	14	29	26	28	11	41	12
g18295.t1	859	1313	779	845	1034	1165	1673	1610	1377	498	677	433	666	282
g7644.t1	7064	7072	5836	3734	4407	4469	8951	1596	1285	3059	1794	841	1084	1574
g11254.t1	2	0	0	0	0	0	2	5	2	3	0	0	2	0
g19601.t1	67	38	64	38	24	58	82	69	83	98	64	191	175	159
g7443.t1	18	6	8	6	15	19	10	7	12	15	2	10	29	10
g9024.t2	19	5	12	30	0	0	0	0	43	0	45	63	47	14
g24053.t1	22	38	47	29	22	36	52	24	23	38	55	15	37	21
g23885.t1	46	56	60	35	36	44	81	39	31	30	31	9	28	20
g14652.t1	5	4	13	31	4	10	30	1	2	6	1	1	1	1
g3398.t1	1	5	3	5	10	0	8	2	0	29	16	1	16	19
g10595.t2	85	186	151	127	137	122	286	113	103	85	76	56	73	63
g21942.t1	0	0	0	0	0	0	0	0	2	0	0	0	0	0
g9860.t1	5	2	6	3	0	2	8	2	12	23	13	15	6	7
g12166.t1	14	16	46	124	0	11	132	9	15	4	50	0	24	6
g7405.t1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
g5433.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g6251.t1	8	3	1	5	3	10	15	6	1	2	2	0	1	0
g22943.t1	8	10	7	9	8	22	48	19	3	3	6	2	6	0
g13356.t1	102	160	85	90	132	103	151	85	182	195	90	300	160	82
g11258.t1	447	880	1375	609	351	235	682	603	3982	1984	2711	6623	6267	2861
g10193.t1	19	69	73	34	44	39	40	16	19	22	15	2	23	9
g15395.t1	59	74	80	58	175	89	130	61	82	47	60	25	58	22
g5779.t1	26	16	11	18	20	30	56	25	21	16	17	40	31	26
g5713.t1	2	0	0	0	0	2	0	0	0	2	0	0	2	0
g19411.t1	2	0	19	17	0	3	11	1	0	46	22	0	10	20
g350.t2	1	2	2	0	0	1	0	1	0	0	26	0	0	0
g22144.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g1555.t1	76	73	118	56	41	86	48	27	13	8	11	15	21	6
g12279.t1	0	0	0	0	0	0	0	2	0	0	0	0	0	5
g13817.t1	0	0	0	0	0	0	0	0	1	1	0	0	0	0
g18818.t1	3	0	1	0	0	3	0	2	0	0	1	0	0	0
g8323.t1	315	358	236	229	191	355	598	756	8488	1195	549	7185	2267	1306
g9003.t1	2	2	2	1	0	4	4	0	0	21	4	0	6	0
g3051.t1	61	54	59	33	50	71	153	7	6	12	25	7	17	23
g7255.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g15082.t1	2557	4836	1767	2551	3537	3339	3112	605	864	214	157	268	115	40
g4766.t1	63	146	17	30	391	30	127	0	0	136	114	9	61	138
g1911.t1	1451	2330	1930	2008	1723	2011	2418	2827	2594	957	1096	3000	2899	3200
g15554.t1	15	0	2	0	9	30	39	0	3	6	1	17	59	0
g3368.t1	128	83	113	79	136	80	123	95	72	46	62	25	68	60
g16718.t1	0	0	2	0	3	2	0	0	0	0	0	1	2	0
g402.t2	1	0	1	0	2	2	3	1	1	8	42	1	7	19
g11915.t1	70	27	40	139	27	203	76	18	26	6303	1195	8	1129	1048
g20042.t1	11	23	43	42	25	23	63	7	6	16	13	4	6	5
g6778.t1	3	5	2	0	0	23	11	5	0	16	0	0	0	4
g22949.t1	8	27	30	13	53	18	26	5	6	10	10	1	3	4
g11758.t1	16	32	19	8	6	20	16	6	5	2	5	9	36	11
g12908.t1	266	16	85	178	192	27	105	4272	351	2360	5946	2195	7320	85
g5834.t1	101	56	105	64	81	54	91	135	154	127	93	50	142	67
g13890.t2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g15570.t1	27	25	28	32	61	25	45	21	24	32	31	7	33	9
g12695.t1	128	20	5	43	34	31	7	2	5	682	4610	31	78	3256
g5775.t1	2	2	0	0	0	2	0	0	3	0	0	0	3	0
g22114.t1	105	58	93	81	177	100	66	34	82	92	187	31	64	76
g22171.t2	627	1051	1334	678	535	711	977	319	303	251	219	97	136	132
g7219.t1	0	0	0	9	12	5	4	0	7	6	1	3	0	3
g2797.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g17401.t1	1	1	9	0	9	1	2	1	0	11	5	0	6	4
g21871.t1	1	1	0	4	10	9	13	1	0	45	0	0	4	0
g18068.t1	77	94	57	47	54	77	83	38	29	56	25	5	50	13
g2182.t1	4	0	0	0	0	0	0	2	3	2	0	0	0	0
g9211.t1	4	1	0	0	0	1	2	0	0	6	0	0	1	1
g13886.t1	0	0	0	0	0	0	1	2	1	2	2	0	3	0
g21663.t1	20	27	20	33	14	41	39	2	6	169	35	2	30	27
g773.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g19347.t1	388	597	650	396	358	469	805	476	425	436	487	280	321	167
g13175.t1	22	39	36	35	15	35	63	12	12	19	20	1	18	4
g22032.t1	83	169	231	115	37	108	156	70	48	35	31	18	29	44
g3612.t1	259	250	319	214	441	279	237	168	157	64	85	76	114	56
g21103.t1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
g12426.t1	813	742	895	666	1334	745	1299	452	298	635	358	213	501	289
g15214.t1	16	25	30	30	0	49	65	10	24	242	185	93	149	111
g11101.t1	0	0	0	0	0	0	0	2	0	0	0	0	0	0
g23006.t1	115	198	158	143	115	179	215	65	29	69	85	22	82	39
g666.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g18622.t1	13	29	5	11	29	20	47	6	10	36	20	2	13	17
g10967.t1	97	163	171	116	117	86	162	132	112	346	136	110	258	137
g12494.t1	822	703	774	844	611	1015	1080	851	1491	811	789	660	1287	720
g12509.t1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
g7476.t1	75	29	28	17	2	56	25	11	10	15	175	3	11	52
g19750.t1	316	142	192	123	103	122	237	265	422	185	166	180	258	180
g13010.t1	23	11	25	15	33	24	28	18	3	15	22	5	36	4
g1340.t1	80	101	93	51	92	70	92	53	19	60	63	18	50	24
g10116.t1	1	3	1	3	0	0	2	0	1	0	0	0	0	0
g13790.t1	1	8	12	56	0	4	34	7	9	4	22	3	15	43
g2554.t1	24	14	24	27	359	20	89	277	357	179	93	106	145	52
g7553.t1	56	48	19	17	25	37	95	18	7	3	19	5	9	9
g17597.t1	37	89	89	47	61	53	65	28	11	28	16	4	20	10
g955.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g22127.t1	357	415	850	3085	382	602	2005	425	226	1223	904	39	914	171
g10649.t1	0	0	0	0	0	0	0	1	3	26	13	0	9	0
g7937.t1	35	28	27	43	34	23	54	5	12	17	21	7	21	8
g22397.t1	10	6	8	20	0	8	10	1	0	33	12	1	26	3
g1453.t1	1	0	8	5	0	6	1	2	4	0	0	1	5	5
g8175.t1	50	36	18	26	18	31	50	14	23	17	27	4	6	16
g12709.t1	98	134	203	95	82	171	241	115	138	109	158	122	122	136
g24047.t1	51	128	95	49	30	62	133	28	21	52	37	9	27	14
g8828.t1	9	6	29	49	8	14	18	3	0	46	54	0	29	2
g5010.t1	4	8	16	21	2	7	8	2	5	39	0	4	17	0
g7651.t2	63	89	120	95	89	60	80	137	137	143	196	188	115	139
g15799.t1	7	8	3	5	8	4	5	2	3	2	2	1	1	0
g16710.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g23772.t1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
g18085.t1	2	1	2	7	0	2	7	0	0	14	2	0	7	9
g15915.t2	1	137	8	3	43	24	50	89	1	105	1	4	1	51
g6416.t1	86	85	86	79	40	77	124	93	72	95	78	107	93	71
g14964.t1	1	1	1	0	0	0	0	1	2	1	0	0	6	0
g7153.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g1317.t2	27	22	0	39	38	0	62	43	129	754	529	130	314	363
g13281.t2	0	0	0	10	40	0	0	27	0	45	0	0	0	0
g13167.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g19930.t1	0	3	1	0	0	0	0	0	0	3	0	0	0	0
g15698.t1	216	153	228	119	180	209	254	79	76	86	92	15	65	31
g24086.t1	45	76	72	50	95	62	86	98	80	120	56	15	97	33
g15802.t1	12	22	8	3	3	16	36	7	9	11	4	0	6	1
g7241.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g7192.t1	0	0	0	0	0	0	1	1	0	0	1	0	0	2
g23976.t1	3	1	20	3	17	9	8	2	3	1	2	0	3	0
g11622.t1	1	3	3	4	2	2	9	0	0	21	13	0	2	5
g21582.t1	165	15	5	45	25	53	25	9	3	114	367	6	42	521
g7305.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g936.t1	0	0	0	0	0	0	0	2	0	0	0	0	0	0
g3677.t1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
g18920.t1	221	189	121	153	197	120	159	115	152	112	80	45	87	36
g9030.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g1344.t3	74	104	93	130	98	112	130	110	102	114	127	32	70	75
g21916.t1	9	8	5	1	16	7	5	5	4	1	2	1	8	1
g17870.t1	0	0	6	1	0	3	4	2	1	2	0	3	7	1
g704.t1	7	0	2	1	0	4	10	0	10	9	9	2	11	1
g10557.t1	11	22	13	43	23	33	43	7	10	20	28	2	31	24
g6015.t1	0	0	4	1	0	0	0	0	2	0	1	1	0	0
g3671.t1	7	20	63	0	0	12	23	6	17	18	35	6	12	0
g21844.t1	2	2	1	0	1	0	4	0	0	0	4	0	0	2
g21930.t1	0	0	0	0	0	0	0	0	0	0	0	3	0	0
g8967.t1	0	0	1	4	0	3	1	0	0	3	8	0	2	1
g8918.t1	169	245	202	156	162	231	225	66	68	63	50	14	45	36
g14421.t1	7	6	24	52	3	38	31	5	3	487	102	6	268	165
g3018.t1	1	11	21	45	8	14	49	4	17	20	20	0	20	37
g3805.t1	0	0	5	0	0	2	1	0	0	2	0	3	6	0
g20845.t1	51	48	54	38	49	38	59	66	24	123	181	22	48	190
g8950.t1	102	88	77	103	104	65	195	30	52	33	45	27	55	32
g1052.t2	106	89	65	66	81	46	90	17	94	58	43	11	51	38
g10373.t1	0	0	0	3	0	0	0	1	0	0	0	0	0	0
g22968.t1	14	120	150	17	35	44	20	8	8	18	0	3	26	0
g7313.t1	0	1	1	0	0	2	0	5	1	9	0	0	0	0
g2106.t1	489	448	175	467	394	570	578	273	453	252	140	73	201	142
g13679.t1	19	35	48	88	12	15	223	25	23	10	89	2	40	84
g4272.t1	0	0	8	21	17	0	0	0	0	67	59	0	61	20
g18807.t1	113	135	214	117	101	86	146	166	123	90	92	64	111	90
g4103.t1	182	121	273	240	538	203	280	696	359	190	260	122	404	180
g13992.t1	29	68	62	70	22	59	79	3	15	36	24	6	16	11
g19674.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g11069.t1	654	410	535	348	631	429	597	672	583	272	407	343	466	398
g11767.t1	6	0	0	4	0	7	0	2	22	3	0	28	0	0
g17383.t1	0	0	0	4	0	0	5	0	3	0	3	0	0	0
g16444.t1	0	2	2	0	8	17	6	0	0	0	0	2	5	2
g22878.t1	5	12	7	8	0	0	6	1	0	7	17	1	2	30
g15088.t1	0	7	0	20	1	0	5	3	0	15	0	0	8	0
g7081.t1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
g6320.t1	19	51	46	38	29	65	79	6	10	23	16	0	5	18
g9775.t1	29	52	20	30	72	45	54	13	7	45	27	4	27	12
g2471.t1	684	1120	827	916	637	811	911	82	18	58	52	55	29	17
g21250.t1	20	5	10	31	6	37	29	6	0	376	269	1	71	575
g5932.t1	40	37	50	87	214	14	74	104	326	50	33	82	143	118
g15276.t1	2	0	3	0	0	0	0	1	0	3	1	0	0	0
g11567.t1	61	107	73	66	97	85	102	59	108	72	62	35	46	22
g679.t1	117	196	123	93	191	132	182	9	2	7	3	7	5	5
g1726.t1	17	21	16	75	2	18	49	14	18	92	93	8	87	19
g23065.t3	32	37	32	32	41	21	48	67	23	29	54	43	23	48
g23442.t1	1	4	4	13	0	0	11	1	3	15	7	2	10	4
g4237.t1	238	154	141	133	138	124	207	51	156	171	111	59	75	17
g2039.t1	19	32	28	17	111	15	33	9	0	7	31	0	14	0
g19668.t1	385	293	373	306	375	302	423	218	317	212	206	109	260	199
g214.t1	1	2	0	0	0	4	0	4	0	2	0	0	4	0
g7816.t1	12	14	13	23	0	18	22	4	9	66	42	1	20	32
g24183.t1	0	19	17	12	19	7	5	5	9	11	5	0	5	3
g16846.t1	0	0	0	0	0	0	0	0	1	0	1	0	0	0
g19274.t1	7	4	9	26	2	4	43	2	8	4	26	1	22	8
g369.t1	2	0	2	2	0	2	0	2	0	1	6	0	1	0
g13050.t1	1	0	3	0	0	1	2	3	0	6	2	0	1	0
g21113.t1	0	7	5	7	5	11	10	9	0	34	3	3	9	8
g21070.t1	2	0	1	0	0	5	3	3	2	3	4	3	4	0
g19289.t1	124	198	174	144	142	136	210	98	54	71	73	19	65	29
g19779.t1	4	9	1	2	1	2	17	2	6	5	0	1	3	3
g23147.t1	0	0	0	0	0	0	2	0	0	1	6	4	1	7
g11154.t2	23	32	10	28	61	98	11	3	4	11	13	10	6	0
g16166.t1	65	6	42	102	23	49	110	4	2	264	154	1	111	74
g18721.t3	232	139	315	191	290	339	395	203	143	230	203	95	137	184
g16892.t1	0	1	0	8	0	1	6	0	0	1	0	0	0	0
g22321.t2	0	21	0	0	181	0	0	5	0	25	14	8	32	7
g17552.t1	28	73	75	75	37	56	83	40	43	39	32	10	32	17
g7735.t1	37	22	25	13	16	47	25	1	1	5	6	0	8	12
g3659.t1	24	77	62	34	32	41	91	30	21	17	30	11	16	38
g10254.t1	281	288	297	169	470	243	311	208	151	236	198	110	225	146
g4372.t1	237	340	327	269	123	373	584	235	59	195	189	68	292	71
g11909.t1	1417	1274	1193	1150	1650	1298	1817	640	465	269	378	281	450	229
g8505.t1	2	6	0	1	2	0	1	0	2	4	1	0	5	0
g14573.t1	6402	7514	6196	6362	7280	6020	7488	8819	7864	8090	6454	6638	7821	8499
g9486.t1	0	0	0	0	0	0	2	0	0	0	0	0	0	0
g16096.t1	18	19	10	39	3	16	19	44	23	7	2	3	13	6
g15883.t1	3	8	46	7	0	7	15	4	4	311	98	26	133	115
g18864.t1	0	0	0	4	0	5	16	9	5	0	0	11	18	5
g16392.t1	19	115	1	308	132	123	1941	1	1	3	3	22	5	20
g21444.t1	80	66	80	118	85	128	169	5	4	17	59	12	16	50
g20074.t2	70	67	53	68	37	82	86	25	0	77	40	12	54	38
g8811.t1	104	105	71	93	114	211	169	208	251	431	411	763	510	526
g10384.t1	1	2	5	0	0	0	3	0	0	5	0	1	2	1
g21721.t2	1323	2001	1891	1394	549	2017	3280	471	439	264	371	229	463	194
g17508.t1	13	0	0	2	0	4	0	0	0	62	344	1	17	292
g1289.t1	5	3	10	10	0	9	15	5	11	8	3	5	17	4
g7732.t1	1	7	2	2	0	23	26	2	4	2	2	0	7	0
g13041.t1	362	168	175	132	193	191	215	397	387	188	239	233	338	338
g20827.t1	17	14	22	14	17	24	29	3	0	2	1	0	4	0
g21246.t1	114	103	121	172	193	74	115	173	191	222	311	248	523	495
g1973.t1	235	231	274	198	104	194	335	202	205	352	268	161	283	234
g8673.t1	1	0	3	0	0	0	0	0	0	2	0	0	1	0
g8390.t1	2	9	7	4	0	5	7	0	4	19	12	0	7	2
g6612.t2	3	2	1	5	3	1	0	0	0	0	0	0	0	0
g7723.t1	2	2	2	5	0	0	0	0	1	0	0	0	0	2
g8758.t1	1	1	8	13	0	0	15	1	1	0	3	0	0	2
g16948.t1	16	3	26	59	9	42	52	0	2	370	190	5	34	224
g5354.t1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
g17349.t1	12	15	15	8	0	10	12	7	1	9	11	2	11	1
g11405.t1	0	0	0	0	0	0	0	3	1	0	0	0	0	0
g6667.t1	0	5	7	0	0	0	0	0	0	0	0	0	0	0
g19067.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g7773.t1	4	2	1	0	1	2	0	1	0	5	3	0	8	4
g89.t1	36	67	39	40	29	38	64	22	11	106	36	21	44	14
g17499.t1	136	160	121	68	153	175	262	95	115	123	83	31	65	54
g23470.t1	7	4	8	9	6	3	7	6	2	4	4	3	3	3
g9132.t1	199	119	219	128	135	158	233	77	106	46	53	28	66	35
g18696.t1	0	4	0	0	0	0	10	2	0	1	0	0	2	0
g19881.t1	0	0	4	0	0	1	0	1	1	13	0	1	1	0
g8711.t1	33	34	55	41	45	45	38	11	10	211	131	33	51	92
g8534.t1	162	169	173	171	163	106	189	414	404	792	802	502	652	884
g8931.t2	0	0	6	0	0	0	0	0	0	54	32	0	8	13
g19033.t1	279	109	392	114	215	304	452	73	663	907	622	579	676	475
g7360.t1	136	147	121	122	53	107	142	135	137	119	95	41	121	49
g18690.t1	1	2	2	1	0	2	2	1	0	1	1	0	3	0
g2885.t1	54	56	127	223	43	70	119	17	23	743	213	23	215	118
g15424.t1	0	4	0	0	0	1	0	0	1	0	0	1	0	0
g9094.t1	3	0	1	1	0	0	0	1	48	11	6	0	23	21
g3323.t1	38	90	46	35	18	52	96	66	119	146	156	109	100	192
g14215.t3	40	0	0	14	0	0	17	33	0	22	99	77	42	107
g24172.t1	51	44	61	72	75	53	122	25	26	31	32	46	72	72
g1342.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g12870.t1	0	0	1	0	0	3	3	0	0	0	4	0	1	0
g2582.t1	42	50	59	28	57	21	79	37	38	48	42	33	47	15
g24125.t1	0	0	0	0	0	0	1	7	1	0	1	2	0	0
g7304.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g742.t1	16	51	18	4	5	10	27	0	0	3	5	0	2	0
g13906.t1	0	0	0	0	0	0	0	2	0	0	0	0	0	0
g2404.t2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g2130.t1	2	1	5	5	4	9	11	5	1	1	7	2	7	3
g4518.t1	102	287	268	216	151	155	300	87	65	126	106	26	63	31
g3196.t1	2	1	1	2	10	3	0	2	0	15	6	0	9	1
g20088.t1	52	61	89	51	109	62	115	68	55	70	49	16	46	22
g12907.t1	60	8	47	55	29	24	72	1779	1734	1410	3507	6505	3828	10654
g12433.t1	0	0	4	2	0	0	5	0	0	0	0	0	0	0
g12909.t2	406	462	658	360	398	345	686	186	72	87	133	77	69	49
g21289.t1	2	4	12	24	22	2	6	2	21	1	100	2	14	46
g10453.t1	99	126	130	87	128	115	141	99	85	53	73	55	131	44
g14351.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g7136.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g2446.t1	121	214	153	121	236	118	177	129	75	54	63	36	48	16
g3681.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g13767.t1	11	72	42	30	5	74	90	5	9	60	46	14	18	5
g559.t1	0	0	0	0	5	3	1	0	0	1	0	0	2	2
g13546.t5	6	2	2	2	5	7	6	4	1	38	6	2	16	7
g13575.t1	17	6	27	0	13	0	24	3	0	62	34	2	33	71
g11934.t1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
g15806.t1	0	0	0	0	0	0	1	0	0	0	1	2	0	0
g17158.t1	3	28	7	8	3	20	20	0	0	5	9	0	2	4
g7756.t1	17	21	11	14	5	7	33	2	5	6	7	0	7	3
g8463.t1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
g9330.t1	0	0	1	2	0	0	0	0	0	0	0	0	0	0
g13915.t1	170	161	192	176	208	225	256	324	280	160	155	203	202	90
g23157.t1	40	79	95	99	37	44	97	74	48	3978	919	341	1247	904
g9936.t1	0	0	0	0	0	0	0	3	2	0	0	0	0	0
g18408.t1	273	374	268	251	304	225	307	245	234	146	186	175	238	130
g18875.t2	0	0	0	0	12	0	0	0	6	0	0	0	0	0
g23274.t1	5	22	11	12	7	10	17	75	53	93	55	40	87	14
g8350.t1	0	0	0	2	0	0	0	4	0	0	3	21	10	40
g14433.t2	6	1	11	23	14	6	4	2	4	29	2	2	29	4
g21256.t2	150	143	117	184	272	153	258	41	117	57	152	23	55	155
g9582.t2	1035	656	836	598	728	707	974	688	574	374	396	445	521	463
g18404.t1	20	25	11	20	0	21	20	6	8	2	2	0	4	1
g16045.t1	11	24	57	27	19	9	0	7	12	93	113	9	16	155
g17702.t1	0	0	0	0	0	0	4	0	0	0	0	0	0	0
g20253.t1	120	84	128	115	114	178	224	28	18	22	72	19	21	17
g21994.t1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g14082.t1	27	47	39	27	11	18	51	15	7	18	28	7	15	4
g9969.t1	455	306	431	342	181	359	488	393	549	316	294	399	418	248
g5646.t1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g1847.t1	0	0	0	0	0	0	0	0	0	0	0	0	2	0
g15318.t1	3	0	0	0	6	2	0	1	0	9	1	1	2	1
g10269.t1	112	127	100	87	169	94	177	56	60	103	94	38	111	39
g6849.t2	210	281	316	218	222	295	324	185	210	142	114	100	106	95
g22701.t1	86	154	104	102	125	194	247	162	155	194	126	68	202	43
g10570.t1	1	0	0	0	0	0	0	0	0	4	6	0	5	4
g23910.t1	1995	3524	3990	3189	5405	2193	2666	2757	2813	4012	2190	2624	3057	3458
g4462.t1	0	0	33	3	0	2	0	0	2	0	2	0	1	0
g9722.t1	18	0	1	6	13	6	0	2	2	4	36	1	1	33
