PSC.0149	PSC.0150	PSC.0174	PSC.0187	PSC.0188	PSC.0190	PSC.0228	PSC.0231
g20724.t1	0	1	0	0	2	0	0	1
g4869.t1	3	4	2	3	0	0	2	3
g9897.t1	0	3	0	0	0	0	0	0
g15808.t4	14	6	4	21	24	7	8	8
g2812.t1	10008	1266	8766	3445	4256	7895	6461	5611
g18545.t1	15	76	8	5	7	3	8	5
g14218.t1	14	7	7	25	34	4	17	60
g2166.t1	53	285	105	81	447	9	157	74
g16610.t2	0	0	11	15	0	1	0	1
g2355.t1	30	25	62	52	47	15	31	24
g14065.t1	0	1	0	0	2	0	0	0
g21678.t2	201	18	177	90	228	587	443	449
g7511.t1	0	6	0	0	0	0	0	0
g9487.t1	0	7	7	0	0	0	1	0
g8157.t1	61	43	71	41	67	28	81	27
g17561.t1	0	0	0	0	0	0	0	0
g21290.t1	2	26	0	13	6	6	60	8
g23899.t1	26	4	10	0	2	3	1	3
g12887.t1	0	0	0	0	0	0	0	0
g577.t1	58	72	11	277	527	49	131	438
g20202.t1	21	102	16	12	92	2	37	9
g203.t1	1	17	0	0	0	0	0	0
g7738.t1	142	48	58	525	176	26	208	101
g549.t1	37	97	15	175	69	7	102	54
g6174.t1	42	34	66	129	103	32	107	60
g3584.t2	54	8	40	159	58	47	66	48
g6000.t1	0	5	0	0	0	0	0	0
g1667.t1	0	29	1	0	0	0	7	0
g15940.t1	0	0	0	0	0	0	0	2
g4885.t1	0	9	0	0	0	0	0	0
g23225.t1	0	5	0	507	105	8	114	100
g412.t1	1	6	0	0	0	0	0	0
g10108.t1	8	5	10	6	14	1	11	21
g5386.t1	0	0	0	0	0	0	0	0
g21362.t1	1	25	4	15	0	0	4	0
g9886.t1	1	0	0	0	0	0	0	0
g2442.t1	54	84	64	93	59	14	55	33
g5410.t4	0	0	0	0	0	0	0	0
g15202.t1	1	40	1	16	0	0	5	0
g16533.t1	17	9	2	10	10	5	6	3
g18782.t1	0	0	0	0	0	0	0	0
g19401.t1	1	17	0	0	2	0	2	0
g18426.t1	167	38	335	126	129	95	228	121
g5464.t1	0	7	0	0	0	0	0	0
g16018.t1	142	91	12	2186	838	131	2223	34
g22201.t1	2	2	5	2	3	1	7	1
g9095.t1	0	1	2	0	0	0	0	0
g11978.t1	24	10	6	3	21	10	27	13
g1669.t1	14	3	8	36	28	2	9	38
g23705.t1	91	65	82	47	34	18	48	28
g19538.t1	1	4	6	8	4	6	13	7
g4277.t1	0	14	1	2	21	0	3	9
g21568.t1	94	35	254	570	745	584	374	228
g14898.t1	67	13	16	20	48	35	50	28
g4579.t1	34	45	23	69	67	25	52	47
g19240.t1	0	3	0	21	0	0	13	11
g7124.t1	10	153	6	4	0	0	18	0
g16502.t1	184	15	14	66	110	20	65	146
g21576.t1	4	17	6	5	2	1	3	2
g2251.t1	45	7	13	10	20	10	25	15
g10244.t1	1	30	6	42	7	0	33	4
g3303.t2	12	13	10	235	108	0	38	75
g15113.t1	1	7	1	4	1	0	12	9
g11732.t1	0	3	0	20	2	0	1	11
g24149.t1	3	4	1	28	27	3	7	28
g13709.t1	32	11	7	240	133	13	167	75
g16569.t1	53	6	61	53	32	21	54	25
g20874.t1	20	50	0	12	27	3	21	16
g99.t1	189	29	286	204	193	108	290	154
g13772.t1	26	30	66	36	54	11	61	28
g22421.t1	115	69	120	113	539	708	628	1447
g2740.t1	2	13	15	2	4	20	10	10
g5210.t1	1	4	0	0	4	0	0	0
g11855.t1	0	1	2	0	3	2	4	0
g18289.t1	0	0	0	0	0	0	1	1
g5619.t1	688	185	1507	2432	1723	3528	3531	2344
g4125.t1	0	11	1	10	0	2	1	0
g834.t1	20	4	38	21	27	19	19	15
g22195.t1	0	49	25	153	23	0	49	5
g23985.t1	1331	338	1145	1202	1476	993	1518	1137
g3421.t1	0	2	0	2	0	0	0	0
g7269.t1	25	5	21	36	26	14	21	1
g7505.t1	3	50	4	6	2	0	5	12
g4312.t1	340	60	548	144	331	1195	275	723
g20917.t1	4	3	0	0	0	0	1	0
g8326.t1	3	5	1	6	1	7	23	9
g19665.t1	5	7	6	1	1	3	3	6
g14039.t1	28	103	70	218	207	32	129	186
g22874.t1	0	4	0	0	0	0	0	0
g16475.t2	42	24	32	28	39	29	20	15
g22454.t1	0	7	0	9	0	1	6	0
g22559.t1	179	37	101	26	118	75	85	172
g1895.t2	2	24	2	0	2	0	0	0
g5411.t1	5	51	0	8	5	21	9	2
g18081.t1	0	8	0	5	34	0	2	118
g21785.t1	0	5	0	1	0	0	4	3
g7989.t1	1	13	0	8	2	0	7	1
g22888.t1	28	15	12	20	28	4	17	22
g7339.t1	0	1	0	0	0	0	0	0
g10801.t1	361	103	419	310	136	89	261	190
g9925.t1	49	21	54	54	57	15	33	20
g21424.t1	1	22	0	1	0	0	1	0
g21011.t1	0	1	1	0	0	0	2	0
g21023.t2	38	25	33	122	68	21	50	91
g19157.t1	257	149	260	708	379	597	579	644
g2075.t1	287	48	294	358	316	240	544	221
g10248.t1	7	43	3	4	0	1	1	1
g4280.t1	51	17	128	48	74	51	55	37
g22682.t1	1	3	7	68	41	14	31	24
g4360.t1	172	88	403	308	273	418	477	307
g1858.t1	1	1	3	2	2	0	1	4
g17177.t1	1	20	0	60	31	0	44	22
g21389.t1	36	37	27	15	11	16	36	19
g16156.t1	0	21	2	3	14	0	12	6
g4306.t1	18	39	14	16	11	4	13	22
g6624.t1	0	0	0	7	7	0	0	1
g22581.t1	3	5	0	1	0	0	0	0
g4810.t1	6	1	7	15	9	2	8	0
g2449.t1	0	72	4	8	2	0	15	0
g580.t1	92	45	93	393	290	525	442	328
g16843.t3	2	20	3	0	0	0	11	3
g12206.t1	2	7	2	9	7	3	12	4
g13480.t1	1	5	0	1	0	0	0	0
g19143.t1	597	243	633	424	563	340	410	351
g14525.t1	3	19	2	1	2	0	2	0
g2558.t1	28	6	5	16	20	8	17	5
g16625.t1	20	26	34	84	41	39	28	23
g13496.t1	1	10	1	11	10	0	0	31
g7883.t3	0	0	0	0	0	0	0	0
g18374.t1	0	1	1	0	0	0	0	0
g21675.t1	183	68	364	398	396	664	597	548
g24054.t1	0	6	0	0	0	0	4	0
g3508.t1	0	0	0	0	0	0	0	0
g4123.t1	4462	1288	4837	5150	3334	4543	5034	4920
g17405.t1	2	3	1	2	1	0	4	1
g8430.t1	0	3	0	2	0	0	2	0
g4262.t1	0	3	0	2	1	0	4	3
g8882.t3	3	12	0	9	2	0	5	0
g3498.t1	0	1	0	0	0	0	0	0
g18103.t1	0	15	3	8	0	0	4	0
g16899.t1	1	6	0	0	0	0	0	0
g14151.t1	3	109	1	0	6	0	9	3
g22172.t2	58	25	2872	269	189	1303	422	208
g6893.t1	0	0	0	0	0	0	0	0
g11792.t1	0	3	1	0	0	0	0	0
g8414.t1	7	18	13	245	133	5	43	155
g8200.t1	4	23	3	76	84	0	18	145
g5391.t1	0	1	0	0	0	0	0	0
g5875.t1	2	15	0	72	7	1	11	22
g1982.t1	301	37	152	245	154	87	154	158
g18851.t1	43	36	411	79	88	35	53	49
g16484.t1	889	121	612	348	489	645	629	431
g3810.t1	123	51	96	66	127	48	107	40
g4584.t1	0	9	1	1	0	0	1	0
g23569.t1	107	22	127	89	132	250	219	213
g19149.t1	10570	892	10116	10152	7504	19710	24591	16943
g3426.t1	0	0	0	0	0	0	0	0
g8190.t1	323	151	145	878	475	128	484	604
g23964.t1	0	0	0	196	74	0	133	163
g14466.t1	22	11	16	21	14	19	18	24
g4594.t1	0	1	0	0	0	0	0	0
g1013.t1	92	102	62	80	62	25	74	25
g6130.t1	156	68	69	178	163	55	133	119
g12137.t1	64	108	190	99	83	74	80	51
g18745.t1	2	18	4	0	0	0	1	0
g20294.t1	1877	226	919	2514	2509	2613	3450	826
g3621.t1	3	36	3	5	5	3	13	5
g7543.t1	0	4	0	0	0	0	0	0
g9793.t1	20	84	72	15	17	6	27	12
g6028.t1	1	13	0	14	90	1	2	114
g21349.t1	76	14	80	89	86	29	89	81
g4485.t1	0	3	3	2	11	0	1	3
g4216.t1	0	5	0	9	12	0	2	1
g17299.t1	0	0	0	1	0	0	0	0
g18451.t1	2	60	5	83	46	1	43	10
g4406.t1	472	142	255	338	293	108	410	242
g8571.t1	92	17	51	29	41	4	39	21
g22238.t1	5	65	6	27	7	0	9	5
g18957.t1	22	18	46	43	44	9	43	9
g21133.t1	3	5	0	2	0	0	1	0
g14813.t1	247	73	107	143	154	43	106	22
g19889.t1	113	22	123	130	137	247	221	192
g17159.t1	3	19	3	6	3	2	3	0
g10191.t1	775	93	332	142	400	420	284	350
g10833.t3	585	216	825	749	1156	781	1969	1474
g2652.t2	147	47	233	178	109	92	112	127
g24066.t1	169	227	146	4198	2628	226	1863	1542
g13457.t1	0	9	0	0	0	0	0	0
g12215.t1	3	6	0	3	2	0	2	0
g2331.t1	1	3	1	0	0	0	0	0
g1341.t1	0	1	0	0	0	0	0	0
g4727.t1	3	37	7	18	24	0	19	10
g3238.t1	2	8	1	14	12	3	8	14
g3193.t2	48	7	7	144	74	0	109	26
g15599.t1	21	5	16	21	17	3	13	4
g16940.t1	43	22	50	156	82	51	58	114
g12828.t1	375	55	378	188	212	147	207	182
g11718.t1	7	2	4	12	14	0	10	9
g3499.t1	0	4	0	2	0	0	3	1
g20597.t1	2	8	0	0	0	0	1	0
g20714.t1	0	0	0	0	0	0	0	0
g18759.t1	0	0	0	0	0	0	0	0
g7128.t1	0	0	1	4	1	0	0	0
g13184.t1	13	20	5	21	12	3	19	8
g21579.t1	9	77	5	16	296	4	17	584
g6467.t1	3	45	2	0	0	5	27	0
g17066.t1	4	12	3	83	57	1	54	53
g4223.t1	3	2	4	5	9	0	2	4
g20981.t1	146	39	199	444	205	57	218	122
g15230.t1	325	55	324	170	143	114	155	97
g17908.t1	29	10	39	35	34	17	41	21
g17325.t1	0	1	0	0	0	0	0	0
g11318.t1	0	3	0	5	3	0	7	12
g18923.t1	1	10	1	103	11	2	12	6
g23667.t1	8	7	10	29	22	20	40	16
g5324.t1	0	35	0	2	0	0	1	0
g19775.t1	0	40	1	25	1	2	32	7
g2103.t1	15	6	16	32	31	18	28	13
g4722.t1	86	27	116	129	121	85	150	67
g22656.t1	0	3	0	0	0	0	0	0
g23790.t2	181	118	148	263	263	154	298	302
g14596.t1	0	27	1	93	1	0	19	3
g19965.t1	5	177	2	29	2037	24	75	10689
g15146.t1	199	110	204	238	274	61	239	180
g23908.t1	66	33	55	61	54	19	31	37
g18411.t1	0	0	0	57	0	20	11	108
g13341.t1	57	11	22	19	29	10	10	4
g15914.t1	0	0	0	0	0	0	0	2
g16525.t1	1	69	0	1	4	0	1	0
g1221.t2	4	24	0	523	181	6	184	162
g15144.t1	0	3	0	0	2	0	0	1
g5423.t1	288	116	376	203	263	179	235	151
g6982.t1	0	5	0	0	0	0	0	0
g1335.t1	6	1	0	1	1	0	0	2
g20512.t1	354	85	325	56	232	33	160	40
g21222.t2	81	55	460	228	293	577	679	513
g12593.t1	0	1	0	0	3	0	2	0
g21812.t2	0	23	7	13	0	0	22	29
g805.t1	679	145	464	158	351	307	368	597
g1295.t1	344	216	6378	4153	12603	420	1131	5227
g17111.t1	26	15	9	40	47	5	35	11
g13775.t1	378	63	262	221	309	81	169	162
g10109.t1	835	166	1084	137	216	168	202	134
g13196.t1	20	20	18	5	5	4	16	9
g6038.t1	3	3	0	0	0	1	1	1
g13252.t1	2	18	0	0	1	0	4	1
g22383.t1	5	27	1	0	0	0	0	0
g21839.t1	0	1	0	0	0	0	0	0
g6695.t1	417	91	54	34	117	448	167	403
g4642.t1	2	8	0	2	1	3	0	0
g2042.t1	3	12	3	4	10	0	13	5
g15509.t1	51	50	34	21	46	27	46	32
g12784.t1	101	24	243	74	82	198	170	145
g6799.t1	0	3	0	0	0	0	0	0
g7459.t1	4	12	1	300	151	0	97	107
g11152.t1	79	200	114	209	204	34	148	93
g5431.t1	27	5	13	15	16	6	16	8
g11582.t1	820	125	826	1889	931	856	1189	1063
g6418.t1	51	21	50	65	53	59	87	46
g16445.t1	4	4	0	0	0	0	0	0
g14894.t1	19	0	0	3	16	16	5	14
g10636.t1	128	50	111	257	232	174	259	218
g13438.t1	38	4	53	23	20	55	57	43
g21741.t1	6	63	2	0	40	17	0	85
g11148.t1	59	8	34	81	71	30	60	73
g11284.t1	0	3	0	0	2	0	0	0
g18568.t1	12	27	13	9	34	2	10	71
g22937.t2	0	1	11	88	27	0	0	57
g4895.t1	60	77	62	39	23	40	86	23
g3319.t1	1603	105	10656	3320	8858	25720	26914	19616
g20464.t1	74	34	63	34	47	23	67	29
g2143.t1	2	30	0	12	1	0	10	1
g15859.t1	0	0	0	80	0	0	13	1
g8223.t1	11	29	17	21	10	5	18	5
g4078.t1	8	18	13	8	4	7	20	1
g3448.t1	0	18	1	1	0	0	0	0
g9064.t1	3335	988	3695	4865	3182	3408	4100	5004
g6552.t1	13	3	25	7	23	7	7	6
g4139.t1	83	31	43	155	100	49	92	54
g10946.t1	0	1	0	0	0	0	0	0
g3479.t1	1162	137	655	405	557	583	861	785
g5313.t1	3	7	0	0	3	0	1	0
g19127.t1	14	17	2	61	99	21	169	12
g5221.t1	79	18	33	219	838	26	1154	16
g8589.t1	18	72	22	25	23	6	9	7
g15867.t1	150	43	61	210	111	26	93	17
g22002.t1	0	6	0	1	0	0	0	1
g3310.t1	29	56	483	89	128	251	230	98
g20118.t1	0	2	0	0	0	0	0	0
g206.t1	1138	173	415	111	359	271	277	392
g20696.t1	16	119	0	0	0	0	0	0
g9484.t1	1	1	0	0	0	0	3	0
g178.t1	71	20	52	93	120	52	74	62
g15954.t2	0	0	0	40	21	0	0	0
g10569.t1	0	2	0	14	0	3	9	1
g21337.t1	96	104	435	1365	1825	3436	6832	5470
g9068.t1	417	175	359	168	244	412	283	121
g21279.t1	45	19	35	25	37	38	63	31
g20997.t1	74	20	74	21	46	13	73	37
g13573.t1	70	154	64	1255	502	87	144	491
g7154.t1	0	0	0	0	0	0	0	0
g18718.t1	0	2	0	0	0	0	0	0
g12381.t1	130	187	159	311	983	92	279	742
g19969.t1	2	0	0	0	1	0	0	0
g4744.t1	3	46	1	16	14	0	23	4
g10787.t1	0	0	0	1	0	0	0	0
g22944.t1	1	0	0	0	0	0	0	0
g6254.t1	13	37	15	8	6	6	8	0
g8961.t1	0	4	0	0	0	0	0	0
g15435.t1	99	228	42	124	186	100	129	70
g4598.t1	0	10	0	0	0	7	0	0
g23294.t1	2	12	3	24	91	0	8	63
g21524.t1	5	7	1	17	14	3	11	7
g17252.t1	132	31	199	105	107	126	113	118
g3930.t1	0	26	1	0	0	0	3	0
g13931.t1	2633	409	4314	3601	3542	3700	5069	4331
g10214.t1	4	141	1	57	12	5	33	19
g21781.t1	336	93	255	1116	576	428	748	424
g18911.t1	480	132	423	334	436	183	415	283
g18461.t1	46	8	19	37	47	33	87	50
g20812.t1	24	30	30	24	33	16	21	6
g23123.t1	855	240	1396	659	736	1102	1292	780
g5340.t1	17	155	16	30	13	2	25	2
g18155.t1	0	1	0	0	0	0	0	0
g22693.t2	0	79	0	13	0	0	1	11
g20732.t1	535	83	434	379	343	391	497	350
g21403.t1	399	57	350	328	285	741	605	712
g15248.t1	195	79	173	101	186	49	187	124
g10351.t1	0	16	0	1	0	0	0	0
g21811.t1	20	119	12	17	17	5	15	12
g2138.t1	2	2	0	0	0	0	0	0
g21105.t1	0	0	0	0	0	0	0	0
g17794.t1	16	15	9	36	11	10	18	30
g9258.t1	5	11	6	16	11	1	4	16
g8087.t1	0	16	0	0	0	0	7	0
g13110.t1	13	77	10	1222	88	124	634	98
g19582.t2	0	4	0	0	1	0	0	0
g8680.t1	1011	117	699	534	464	243	409	59
g17145.t2	1705	64	255	99	140	46	108	15
g3258.t1	15	1	9	0	0	9	2	7
g18050.t1	11	9	2	118	137	5	19	189
g23212.t1	2	20	3	2	2	3	10	0
g6786.t1	0	0	0	0	0	0	0	0
g19644.t1	269	41	101	1357	512	436	705	545
g7308.t1	3	11	1	4	0	0	2	0
g10173.t1	21	20	42	12	6	2	4	4
g9865.t1	35	17	19	87	107	41	72	75
g4343.t1	11	8	45	30	20	6	23	13
g20609.t1	26	12	18	20	15	10	34	5
g836.t1	22	25	26	15	16	18	38	34
g2050.t1	21	78	174	98	120	98	161	58
g21041.t3	0	0	0	0	0	0	0	0
g24049.t1	0	4	0	2	0	0	1	0
g10046.t1	367	119	416	565	360	413	544	488
g15251.t1	234	36	264	353	200	122	171	228
g5988.t1	9	28	8	130	20	14	78	25
g8135.t1	1	31	1	0	2	0	9	1
g15916.t1	59	29	64	68	39	45	42	65
g7680.t2	290	66	195	142	319	276	288	169
g8217.t1	2	0	6	1	3	2	10	5
g10321.t1	41	48	35	39	100	36	54	48
g20321.t1	80	173	14	28	11	17	81	149
g18785.t3	219	0	167	311	157	181	188	142
g13904.t1	2	5	4	0	0	0	5	0
g21138.t2	38	121	1791	1435	844	746	666	885
g13125.t1	618	60	300	251	344	702	465	753
g3163.t1	2	4	0	1	0	0	4	0
g5153.t1	25	159	23	23	32	0	39	16
g21492.t1	76	47	26	19	25	13	93	15
g21612.t1	45	38	42	168	272	28	46	572
g21816.t1	0	0	0	0	0	0	0	0
g3818.t1	7	32	5	33	24	0	19	10
g22017.t1	0	19	0	10	70	1	4	42
g9070.t1	507	84	879	575	626	644	935	500
g16834.t1	0	0	54	175	24	5	197	0
g17268.t1	0	4	0	5	3	2	3	2
g16573.t1	0	0	0	0	0	0	0	0
g14012.t1	0	0	0	13	0	0	0	0
g18053.t1	10	21	16	75	73	1	13	57
g1666.t1	0	0	0	0	0	0	0	0
g18738.t1	124	78	274	233	170	113	404	725
g12497.t1	13	3	967	449	22	5881	894	254
g15974.t1	12	12	8	16	21	3	4	10
g15068.t2	10	77	9	30	14	4	42	0
g10978.t1	56	36	21	187	76	25	68	39
g2919.t1	20	10	64	21	33	1	11	8
g1158.t1	171	120	131	163	207	91	252	153
g10041.t1	0	0	0	0	0	0	0	0
g13789.t1	0	6	1	2	1	1	7	0
g3919.t1	320	343	430	331	319	184	347	188
g19657.t1	197	51	232	93	125	104	126	92
g24091.t1	5	18	3	45	22	0	24	12
g16910.t1	0	0	0	0	0	0	0	0
g2673.t1	4	0	3	37	18	2	10	0
g21746.t1	41	102	39	22	15	13	27	16
g17231.t1	44	14	22	55	70	19	45	15
g18424.t1	24	6	30	76	15	4	12	25
g10685.t1	7	5	6	4	14	1	11	9
g12618.t1	6	62	2	15	10	15	18	13
g3529.t1	5	1	13	7	5	1	5	6
g20900.t1	0	1	0	14	8	1	5	0
g8057.t1	134	49	126	142	109	41	127	56
g5535.t1	0	5	0	0	0	0	0	0
g21817.t1	0	6	0	0	0	0	0	0
g442.t2	0	0	0	0	0	0	0	1
g8043.t1	0	0	0	0	0	0	0	7
g3194.t2	107	67	124	33	240	27	7	357
g10490.t1	3	0	4	6	3	1	8	3
g1274.t1	1	84	6	23	11	0	12	7
g11170.t1	0	22	3	2	7	1	11	6
g4806.t2	0	0	0	55	14	0	24	0
g12209.t1	2	92	9	23	0	4	14	0
g6030.t1	0	14	5	28	130	3	8	129
g8227.t1	0	8	0	3	0	0	1	1
g13474.t1	8	13	2	20	19	1	15	0
g22641.t1	41	7	8	6	8	1	22	7
g8908.t1	235	115	275	242	377	180	557	166
g11220.t1	127	78	87	182	220	130	299	178
g275.t1	631	183	532	570	506	505	494	575
g16925.t1	12	73	16	8	1	1	6	3
g4302.t1	14	17	1	15	6	2	12	5
g16636.t1	1	32	5	326	148	4	133	60
g9259.t1	7	1	2	10	9	1	5	6
g14646.t1	1	12	0	4	1	0	0	5
g10990.t1	105	74	23	267	164	26	63	132
g8142.t1	83	24	145	201	109	131	143	164
g14889.t2	2195	197	2746	2299	1822	4438	2823	2438
g10541.t1	9	53	6	35	70	1	22	19
g14639.t1	3	22	0	0	0	0	2	0
g10366.t1	0	1	0	0	0	0	0	0
g843.t1	73	173	41	101	179	65	136	117
g21939.t1	5	43	1	4	0	0	0	0
g17398.t1	589	181	616	371	469	245	426	323
g2065.t1	1	1	1	0	0	0	1	0
g3201.t2	11	0	11	175	112	14	50	79
g15617.t1	3	4	2	6	5	0	6	2
g17878.t1	0	2	0	5	0	0	0	1
g17160.t1	4	31	1	10	11	1	15	2
g13155.t1	1	16	0	0	0	0	0	0
g5866.t1	1	11	0	0	0	0	0	0
g3307.t1	20	4	3	8	12	6	8	4
g7497.t1	2	10	0	29	0	0	10	24
g9110.t1	0	1	0	0	4	0	1	0
g4450.t2	13	0	0	14	7	0	7	0
g3210.t1	0	6	5	0	1	1	5	2
g14004.t1	258	75	194	98	166	127	240	153
g9271.t1	10	61	9	137	58	12	73	55
g13768.t1	18	51	14	48	26	10	52	10
g5778.t1	2	3	0	0	0	0	0	0
g12399.t1	7123	1459	4405	7280	6029	4906	5215	5690
g21251.t1	4	4	0	8	5	0	6	7
g7949.t1	56	131	30	60	28	17	51	20
g10682.t1	252	67	244	253	239	123	252	235
g8033.t1	360	125	395	133	358	75	271	72
g7256.t1	0	7	0	0	0	0	0	0
g18666.t1	84	41	49	73	108	50	86	78
g4350.t1	121	129	132	92	92	131	127	107
g22618.t2	333	52	532	734	352	454	747	611
g18991.t1	13	159	17	41	33	3	48	30
g3295.t1	51	14	34	78	93	7	36	27
g7564.t1	46	58	52	20	2	7	6	55
g23343.t1	42	17	40	52	56	42	93	11
g19422.t1	0	0	0	1	0	0	0	0
g22076.t1	61	69	50	60	87	15	51	36
g23679.t1	147	51	154	129	153	160	192	109
g16653.t1	89	44	152	122	148	10	132	64
g22057.t1	9	7	3	5	12	3	5	3
g16542.t1	0	0	0	0	0	0	0	0
g16619.t1	1	0	0	0	1	0	1	1
g15616.t1	3	4	4	16	11	0	11	12
g4639.t1	3	39	0	6	90	0	2	35
g10823.t1	0	0	1	0	0	0	0	0
g12628.t1	2	2	0	3	0	0	0	0
g13529.t1	124	70	29	191	172	30	86	193
g6788.t1	0	1	0	1	0	0	0	0
g5370.t1	8	35	15	66	22	12	14	28
g9191.t1	9	289	6	12	2	2	24	1
g17075.t1	2	79	6	5	11	0	8	0
g19663.t1	0	4	2	0	2	0	0	0
g979.t1	0	1	0	0	0	0	0	0
g4745.t1	2	2	1	1	4	0	1	0
g16119.t2	0	30	3	5	0	4	0	0
g4047.t1	0	3	3	0	0	0	0	0
g14514.t1	0	6	34	172	107	56	85	40
g3122.t1	105	73	85	89	97	43	104	31
g1686.t1	35	108	407	100	63	45	141	35
g20716.t1	0	3	0	0	0	0	0	0
g6431.t1	2	9	4	2	2	0	6	0
g262.t1	3	24	1	601	335	4	92	380
g14091.t1	1	0	0	3	0	0	2	0
g10110.t1	0	9	1	0	2	2	2	3
g1844.t1	44	9	12	65	54	35	70	14
g19269.t1	142	78	97	113	112	146	220	90
g14679.t1	7703	1081	7404	11144	8236	8732	11077	7502
g12361.t1	46	62	8	97	52	12	30	27
g14313.t1	1	4	20	29	3	63	63	6
g15293.t1	0	3	2	6	13	6	11	1
g2729.t1	26	4	23	9	17	8	28	19
g13140.t1	0	2	0	0	0	0	0	0
g16924.t1	18592	2722	8220	4836	7419	8787	12382	8797
g7810.t1	98	73	112	49	61	48	87	51
g11882.t1	91	73	98	89	128	27	138	66
g14915.t1	3	1	2	3	1	1	1	3
g15252.t1	309	95	2690	261	846	391	470	883
g16421.t1	2	13	4	16	9	0	12	11
g6904.t1	0	0	0	0	1	0	1	0
g1171.t1	48	223	107	121	131	13	83	5
g6668.t1	29	4	17	26	50	2	13	28
g19713.t1	99	205	76	98	200	27	56	80
g18595.t1	958	116	112	121	395	166	369	1020
g10094.t1	628	115	332	352	647	1409	2330	2105
g18853.t1	0	0	0	0	0	0	0	0
g15402.t1	0	4	0	0	0	3	1	0
g6972.t1	0	9	0	1	0	0	1	0
g8818.t1	520	129	558	251	1022	1341	2195	2592
g6589.t1	2	11	0	44	244	0	11	369
g901.t3	0	0	0	0	0	0	0	0
g19170.t1	51	16	152	97	85	56	84	71
g10290.t1	152	25	126	103	99	72	123	108
g19840.t2	9	26	0	76	51	0	22	40
g19861.t1	7	92	12	24	17	2	26	1
g5207.t1	23	74	38	11	16	3	11	0
g712.t1	34	13	36	32	43	31	60	37
g837.t1	3	0	3	1	1	1	1	0
g9916.t1	2	3	0	0	0	0	0	1
g1804.t1	2158	1077	1423	1062	1479	752	2583	951
g2526.t1	1	0	1	11	7	2	7	0
g18212.t1	14	6	13	21	11	0	8	4
g7563.t1	31	220	67	17	7	10	5	53
g3899.t1	22	18	16	49	26	25	36	6
g19183.t1	0	1	0	0	0	0	0	0
g12211.t1	2	25	1	0	0	0	0	0
g8020.t2	494	93	740	204	195	221	316	236
g674.t1	11522	1292	8791	3708	4417	7803	7896	7142
g3145.t1	51	22	92	58	48	26	39	28
g16198.t1	1	7	48	68	191	23	59	94
g8691.t1	1	39	5	2	0	0	9	2
g11521.t1	0	0	12	0	9	0	2	0
g5560.t1	1	1	0	0	0	0	0	0
g1056.t1	0	2	0	0	0	1	0	0
g12319.t1	1	0	0	0	0	0	0	0
g15059.t1	398	97	469	268	203	127	350	135
g23673.t1	0	13	1	0	4	0	0	1
g12935.t1	877	200	1882	762	1025	1016	1592	989
g16273.t1	130	2	98	333	0	95	209	47
g4362.t1	6	23	14	24	15	1	10	16
g12513.t1	0	2	0	0	0	0	0	0
g4795.t1	483	166	79	172	197	186	211	236
g20034.t1	3	45	2	74	29	7	47	7
g5419.t1	0	6	1	3	7	0	0	7
g5691.t1	85	31	129	319	348	915	863	333
g19040.t1	0	2	0	0	0	0	0	0
g9303.t1	841	154	1105	860	885	826	1294	795
g3577.t1	1866	147	2157	225	329	1996	618	327
g9161.t1	0	11	0	0	1	0	0	0
g3555.t1	362	81	319	209	257	233	331	175
g21266.t1	2	0	3	0	0	2	1	0
g7764.t1	0	3	0	0	0	0	0	0
g5257.t1	23	25	6	23	15	1	4	8
g23455.t1	13	30	8	82	39	1	22	10
g6685.t1	0	3	0	0	2	0	0	0
g5613.t1	301	95	219	124	170	107	234	95
g9384.t1	88	17	92	64	54	21	51	41
g6843.t1	10	11	10	8	2	7	8	0
g13979.t1	86	21	92	162	67	56	84	70
g23138.t1	46	0	44	85	75	42	79	43
g5425.t1	453	94	363	1268	1371	394	822	1630
g7566.t1	2	4	8	0	3	0	0	2
g3667.t1	33	16	19	20	5	6	17	6
g4539.t1	7	1	0	7	8	2	2	2
g15624.t1	243	60	393	299	746	704	409	798
g14798.t1	13	222	32	456	3397	58	204	4940
g6877.t1	0	1	0	1	3	0	1	3
g15468.t1	634	190	429	153	242	136	235	110
g17828.t1	1	0	0	6	2	0	1	0
g19495.t1	1	1	0	0	0	0	0	0
g9214.t1	3	51	0	91	676	10	27	700
g9729.t2	0	72	0	64	52	0	0	31
g12662.t1	2	25	2	30	2	2	48	6
g13335.t1	0	8	0	8	0	0	3	1
g22467.t1	45	39	32	78	105	81	26	121
g19007.t1	0	20	0	4	0	0	1	3
g17845.t1	181	21	353	160	114	134	230	147
g6089.t2	0	0	0	0	0	0	0	0
g2031.t1	4	15	22	21	19	15	20	10
g1855.t1	0	11	3	4	2	0	4	0
g3707.t1	2	71	7	12	8	8	13	4
g4695.t1	7	19	12	41	20	21	73	21
g22585.t1	0	8	2	38	17	4	70	2
g10053.t1	102	144	103	136	98	85	185	129
g15547.t1	42	23	75	124	105	76	130	94
g16029.t1	0	3	0	0	0	2	0	0
g11809.t2	44	15	76	97	109	46	73	29
g10261.t1	15	33	8	10	10	1	18	7
g7516.t1	1164	392	1290	894	1304	1578	944	1542
g895.t1	1	13	3	1	0	4	9	0
g7535.t1	58	51	23	71	40	10	27	10
g12659.t2	0	24	2	15	4	0	10	10
g19209.t1	1	17	0	7	8	1	6	0
