gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	PSC.0149	PSC.0150	PSC.0174	PSC.0177	PSC.0186	PSC.0187	PSC.0188	PSC.0190	PSC.0202	PSC.0203	PSC.0209	PSC.0219	PSC.0228	PSC.0230	PSC.0231
142	g10514.t2	34.7222061660854	-2.59424855978755	0.821701154162494	-3.15716796385871	0.00159309553142819	0.00860804740820403	5	107	6	10	9	93	34	0	6	16	5	12	23	32	44
143	g10515.t1	27.3866745196342	-2.09747101855884	0.803298318471078	-2.61107358291372	0.00902584709193338	0.0338137146032864	3	71	3	7	6	74	49	1	3	15	6	24	21	34	27
144	g10518.t1	93.9473017325815	0.685991530031862	0.254814103161806	2.69212544172352	0.00709982353896103	0.0281649569435449	133	32	62	106	165	49	77	35	165	102	140	189	58	225	44
145	g10524.t1	2544.59063232104	-1.24503934479703	0.42472349141152	-2.93141154179931	0.00337425447334772	0.0157162530744624	1298	438	1839	1477	1736	2175	2515	5072	1817	1509	2076	2549	4739	2180	3696
146	g10528.t1	49.1123312952007	-4.00074157947582	0.763990743986937	-5.23663619090158	1.63529584903084e-07	3.88787095536068e-06	44	111	28	18	5	36	32	78	12	0	2	10	62	0	69
147	g10529.t1	415.274108937137	-1.01575540612927	0.344077452086708	-2.95211267105436	0.003156077466113	0.0149365978124097	386	85	878	340	237	345	367	403	275	244	532	356	737	447	463
148	g10543.t1	194.669568519662	3.38030023128076	0.206123084461442	16.3994258096458	1.93054070633326e-60	4.176724818152e-56	28	24	31	324	612	34	43	21	632	326	467	523	36	567	21
149	g10544.t1	22.5678828859873	3.70124451768102	0.493959099524623	7.49301818964977	6.73075684928384e-14	7.50618167186886e-12	3	2	5	25	49	1	3	3	47	35	111	69	2	63	3
150	g10545.t1	242.786300625384	3.04437125311498	0.364455011779323	8.35321549908702	6.64292931947454e-17	1.30654341660756e-14	36	62	54	341	807	57	26	34	748	383	462	728	38	764	20
151	g10550.t1	113.983273083799	-0.954012873392592	0.363980663577715	-2.62105372306102	0.00876584470970476	0.0330687097287642	80	21	73	59	135	296	244	50	131	59	107	94	144	119	177
152	g10551.t1	12.6717396302298	-1.71506410353381	0.632512198147559	-2.7115115069033	0.0066977216319794	0.0269146398332762	7	23	2	1	14	26	18	5	4	12	2	5	17	16	17
153	g10552.t1	96.5795638894446	-1.06933843375213	0.337583778572598	-3.16762386591442	0.00153690222910068	0.0083502962648401	67	53	57	49	69	243	195	29	85	91	98	60	103	107	159
154	g10556.t1	19.438472321422	-2.5059645790636	0.9831929233763	-2.54880249794524	0.0108093497007616	0.0389572348452402	10	11	1	1	4	43	102	1	2	5	0	1	73	51	10
155	g10560.t1	186.260878039728	1.89941306846978	0.502381407001378	3.78081880021601	0.000156313415466396	0.0012912717615943	33	133	58	316	593	90	38	36	466	223	267	490	42	453	15
156	g10562.t1	557.74464255824	-1.5678662209072	0.288095592402562	-5.44217357798515	5.26343499014159e-08	1.46678548394837e-06	474	111	536	397	296	1321	986	472	318	344	339	342	901	431	926
157	g10568.t1	5.73682276840095	-4.94939902870803	1.48205904759329	-3.33954239997748	0.000839165396864002	0.00512573217423847	0	4	0	0	0	30	5	2	0	3	0	0	37	0	4
158	g10569.t1	2.30612182657779	-4.03412524676544	1.52080640342284	-2.65262247560632	0.00798691461942311	0.0308015860590408	0	2	0	1	0	14	0	3	0	1	0	0	9	0	1
159	g10570.t1	1.77733103330761	-4.09148687935234	1.51052024231484	-2.70866074133652	0.00675553790364625	0.0270659375084049	0	3	0	1	0	4	6	0	0	0	0	0	5	0	4
160	g10571.t1	155.532961117171	1.21358050220788	0.256743057049025	4.72682890106798	2.28053269124758e-06	3.74634204822638e-05	117	30	147	240	305	88	94	42	262	255	415	241	95	292	48
161	g10572.t1	50.855219558799	-2.33716232038219	0.570782972000463	-4.09466020366895	4.22787990680062e-05	0.000435572294207768	32	64	52	26	17	59	60	47	34	0	12	5	111	67	83
162	g10573.t1	32.6235628864431	-1.51766302315064	0.376902551841891	-4.02667218816627	5.6571815719443e-05	0.000558362788818499	33	15	35	19	20	33	25	41	22	17	5	23	86	51	42
163	g10574.t1	34.2954292208229	-1.38559707380493	0.556672725549805	-2.48906944818687	0.0128077944442968	0.0444278712205165	19	82	15	20	13	32	16	17	24	38	27	25	43	12	33
164	g10575.t1	3.16038018474376	-4.07757735596473	1.3920082361941	-2.92927674559833	0.00339751779989539	0.015800794841087	3	9	0	0	0	8	1	0	0	0	0	2	13	1	1
165	g10576.t1	199.499515643378	-0.971750212279397	0.217199738355463	-4.47399347548503	7.67720853319776e-06	0.000104660621686032	261	108	223	213	155	176	276	148	175	89	184	168	407	218	156
166	g10578.t1	98.2275391572968	-0.69769745834657	0.237585614370478	-2.93661491330286	0.0033181585870714	0.0155251645828914	71	22	117	89	92	151	139	61	113	78	95	95	214	115	85
167	g10579.t1	83.6104554562635	-0.89178026503995	0.34129993956389	-2.61289312321432	0.00897793729088472	0.0336479320133303	59	20	86	65	79	102	132	63	106	70	18	83	217	119	83
168	g10583.t1	22.8944458774783	0.917585790093441	0.337058764826416	2.72233178854136	0.00648230246585814	0.0262433783399777	8	71	13	35	43	29	18	4	44	58	22	22	13	58	15
169	g10585.t1	3.63230058160998	-5.59367856174483	1.75108213345253	-3.19441244638594	0.00140115778829921	0.00772923221566887	0	4	0	0	0	28	12	0	0	0	0	0	3	0	4
170	g10586.t1	224.833889667801	-4.32132397877637	0.687721480971955	-6.28353788319809	3.30953515146652e-10	1.64224295876097e-08	28	17	30	27	36	1124	585	135	13	18	35	18	298	38	794
171	g10587.t1	407.657958915623	-7.09286645403712	1.17915096443362	-6.01523186426261	1.7962940298119e-09	7.47361948749624e-08	7	36	15	0	5	2283	1372	12	30	8	0	8	525	0	1642
172	g10587.t2	230.759250701325	-3.04075188354013	0.585713923139433	-5.19153081975868	2.08572053150866e-07	4.77496307530512e-06	78	12	59	64	75	774	379	384	33	43	62	68	343	91	640
173	g10592.t1	2.3064825533622	-4.89561047776488	1.82314625883882	-2.68525383195693	0.0072474741279282	0.0286286475730741	2	6	3	0	0	0	0	5	0	0	0	0	0	0	4
174	g10595.t1	122.662212204858	1.28787530787481	0.367285477926498	3.50646945026382	0.000454093559248437	0.00309232425380545	40	26	33	85	331	57	101	32	285	267	269	208	74	168	133
175	g10596.t1	2667.5597611087	-1.83850334932149	0.383280251740799	-4.79675991907043	1.6125267704638e-06	2.78205874633048e-05	1910	380	1932	971	1425	4360	3303	4583	1847	1402	1452	1234	5500	2061	4619
176	g10597.t1	19.7271330191774	-3.1698603939501	1.26716452080705	-2.50153815222923	0.0123655118270859	0.0431914511428807	0	12	0	12	0	99	60	1	0	2	5	12	26	0	54
177	g10599.t1	76.2310145852685	-1.55205037810612	0.40814539571717	-3.80268990999873	0.00014313346771966	0.00120400177842723	40	87	26	17	59	166	104	60	90	41	29	40	103	80	114
178	g10600.t1	69.0186703758557	-5.0391818333893	1.54580367133939	-3.259910638602	0.00111447321252648	0.00645731868050627	0	212	64	0	0	216	39	83	0	0	0	22	41	16	0
179	g10600.t2	431.414427262615	-2.29814547832232	0.826010069599292	-2.78222453079438	0.00539876751771644	0.0227862534619187	24	0	215	111	75	2641	451	579	166	260	228	163	797	272	373
180	g10601.t1	29.5904111348972	1.56963938268462	0.502967551420194	3.12075675309976	0.00180386969928957	0.00947581126757946	9	10	10	52	111	21	4	9	21	57	105	14	25	44	13
181	g10608.t1	113.357638496777	-4.43111143099652	1.1632047149756	-3.80939947538768	0.000139304729511026	0.0011791306036663	5	31	8	14	28	7235	17	2	2	9	0	176	1712	12	8
182	g10609.t1	176.467922067534	0.721257009327	0.243829907393941	2.95803339728013	0.00309608577827906	0.0147152495195666	215	56	148	233	331	157	112	54	339	165	240	316	127	468	59
183	g1061.t1	6628.07435541807	-6.92485501171036	0.928733446762701	-7.45623519412208	8.90297620601049e-14	9.72807526348671e-12	193	38	165	217	91	4731	2767	28780	128	100	88	162	21326	116	12139
184	g10610.t1	342.523663058151	-0.675560444063876	0.263836005420056	-2.56053165673241	0.0104512141273469	0.0379956339514619	418	85	236	231	408	430	314	314	295	395	283	335	432	431	551
185	g10615.t1	170.646434129142	0.715347769676085	0.22271466830558	3.21194726471531	0.00131838573466504	0.00736845140002019	145	73	130	204	395	99	115	78	302	272	263	211	78	320	120
186	g10616.t1	1172.26981155031	-2.40427569607812	0.509839638566913	-4.71574886338026	2.4082333393175e-06	3.92040092521701e-05	1351	108	1511	521	331	841	701	3072	760	444	435	287	2115	441	1740
187	g10617.t1	103.98274119972	-3.14654361600496	0.884346279323039	-3.55804472701984	0.000373625703096736	0.00264249496126116	12	42	2	7	11	375	323	12	6	59	2	72	540	19	122
188	g10618.t1	3.74155469980061	-5.18836375858413	1.58317678970249	-3.2771853354161	0.00104847523012227	0.00612908986860181	0	9	0	0	0	9	4	0	0	1	0	0	21	0	3
189	g10619.t1	296.994572663176	1.29911798965594	0.199061860660281	6.52620238425791	6.74581572130805e-11	3.96591638941575e-09	234	61	105	465	568	263	159	93	525	436	646	562	135	792	154
190	g1062.t1	97.0834015436719	-3.63241154455521	0.781483880628808	-4.64809528973579	3.35014152843544e-06	5.12953375567592e-05	27	11	3	32	14	57	356	128	24	16	2	17	81	19	469
191	g10623.t1	238.933733632452	-1.26315945105827	0.385083096755728	-3.28022564921755	0.00103724090805075	0.00607490715908987	154	196	133	212	201	461	161	362	114	73	146	206	359	324	184
192	g10624.t1	87.7305904561967	-1.6292746373801	0.411101554145765	-3.96319260034323	7.39540707950189e-05	0.000695046186642152	60	113	38	60	57	183	63	103	37	24	35	69	153	107	68
193	g10626.t1	12.0315219951759	1.5515921568108	0.399334832560459	3.88544156507031	0.000102144060815344	0.000909792818336755	10	5	4	16	27	4	6	2	23	30	33	13	8	24	3
194	g10627.t1	2.22733000168709	3.97595936570673	1.19242099419191	3.33435874164662	0.00085496313487829	0.00520020450466455	0	0	0	5	3	0	0	0	9	2	17	3	1	1	0
195	g10628.t1	61.8678721235045	-1.20140315335229	0.290869148987868	-4.13039044371942	3.62147647124789e-05	0.000381506052267422	63	38	28	30	42	66	83	68	61	43	55	29	111	80	89
196	g10629.t1	115.308362107313	-1.1276668082925	0.265271315913069	-4.25099413561187	2.12823741241285e-05	0.000244483546157539	115	49	67	47	96	150	180	98	126	90	50	107	228	148	170
197	g10630.t1	21.4668829183818	-4.10207973939996	1.03520831615983	-3.96256451514696	7.41489610794826e-05	0.000696272904928215	6	96	0	4	3	10	13	13	0	1	6	4	29	1	3
198	g10636.t1	162.275071044181	-0.992383223098626	0.314633779774943	-3.15408988764168	0.00160999488381979	0.00867552660309866	128	50	111	58	186	257	232	174	187	121	73	107	259	294	218
199	g10641.t1	41.7302795203625	-2.63504617181569	1.02671240618764	-2.56648907321581	0.0102733862002604	0.0375003729445981	17	150	0	16	1	69	39	3	16	39	0	10	72	16	9
200	g10644.t1	30.9299152807702	-3.1023139997534	0.81457237674816	-3.80851854090374	0.000139801865325771	0.00118195129203714	4	73	3	12	4	77	65	1	1	14	3	11	32	9	64
201	g10646.t1	53.3047449390988	-3.99343820143033	1.15449008952236	-3.45904935665799	0.000542085558451405	0.00358764792202391	1	12	0	24	3	398	173	1	5	7	0	10	21	1	138
202	g10647.t1	372.632937372859	-1.10311590425159	0.361135609387993	-3.05457527747266	0.00225379445614393	0.0113279702870189	302	67	359	323	303	231	432	333	356	295	243	224	1277	366	527
203	g10649.t1	3.58707611296877	-5.5867544037214	1.51585198448662	-3.68555403884865	0.00022820565255106	0.00176494015769773	1	2	3	0	0	26	13	0	0	0	0	0	9	0	0
204	g10652.t1	3.07147028163219	-4.42043523313266	1.72229961809825	-2.56658898758491	0.0102704268762643	0.0374958969740093	3	16	1	0	0	0	0	1	1	1	0	0	1	0	0
205	g10653.t1	43.7005449650795	-2.61195704914385	0.728905551366545	-3.58339574207794	0.000339156170735931	0.00243856555462674	17	149	6	10	26	78	27	4	7	25	6	10	58	24	36
206	g10655.t1	145.795300557234	-5.31308513913796	0.906180354463077	-5.86316522198942	4.54125938386596e-09	1.65963085760034e-07	3	7	9	7	3	233	313	293	4	12	1	2	810	41	242
207	g10656.t1	6.9690479646211	-6.53116363929539	1.64487316460026	-3.97061839165125	7.16863224298588e-05	0.00067726357457205	1	4	0	0	0	2	41	0	0	0	0	0	4	0	40
208	g10657.t1	85.3780234728648	-3.77154687025886	1.1275631825281	-3.34486521793192	0.000823225652496998	0.00504546373704605	1	11	3	50	6	557	353	4	2	1	5	27	57	0	208
209	g10664.t1	4.35698331427422	-4.95309724084934	1.48263711445512	-3.3407346899377	0.000835570276137293	0.00511098753865715	0	18	0	0	1	2	3	2	1	0	0	0	1	0	10
210	g10668.t1	972.485981881364	0.790591759059187	0.195408375560383	4.04584377098455	5.2134995407085e-05	0.000520173420517578	1094	228	565	1425	1431	600	726	420	1969	1335	1830	1604	636	1800	624
211	g10669.t1	701.07014254803	0.777566891212249	0.209229556537267	3.71633388743407	0.000202134428887188	0.00159256313509626	707	171	483	983	985	385	515	347	1348	930	1447	1169	411	1315	461
212	g10670.t1	825.718036846259	1.41851848856027	0.254910154526228	5.56477826941304	2.62485953455018e-08	7.92033975313713e-07	688	330	379	1466	1430	397	398	232	1659	1112	1852	1642	337	2196	200
213	g10671.t1	18.3578071307767	-4.55650966996033	1.2070110879114	-3.77503547034094	0.000159984897202582	0.00131507342362381	9	12	0	5	2	82	89	0	0	0	0	0	25	7	36
214	g10673.t1	1490.66901755409	2.1888258198829	0.443313788522725	4.93741876871645	7.91633628421941e-07	1.49711482088363e-05	1739	251	834	3587	3522	322	317	248	3045	2974	3237	2693	155	4197	146
215	g10674.t1	135.461233828947	1.80195776623182	0.483415718431982	3.72755311324318	0.000193347822853825	0.00153846272432604	154	43	75	261	296	29	40	28	300	239	347	216	11	323	14
216	g10675.t1	87.7681367986856	-2.03551447379261	0.741019703413427	-2.74691005436999	0.00601596304903142	0.0247631964546794	14	50	10	30	12	168	370	5	32	120	13	19	153	78	232
217	g10682.t1	284.0507837831	0.446927961283877	0.133874395854625	3.3384125353529	0.000842585521609401	0.00513647161454477	252	67	244	350	506	253	239	123	480	346	380	424	252	571	235
218	g10685.t1	11.7034438974277	0.902998677279015	0.363237354770504	2.48597415827328	0.0129197346901627	0.0447279570695764	7	5	6	15	16	4	14	1	27	21	14	26	11	24	9
219	g10687.t1	5.0715766008557	-3.44343136427265	1.08550098586136	-3.17220473230637	0.00151286312950229	0.00826014352413432	0	17	3	1	0	11	7	1	1	4	0	0	4	1	4
220	g10694.t1	16.7786302785281	2.49856275603872	0.501127788217822	4.98587947981182	6.16805862984337e-07	1.20438581639586e-05	7	55	5	19	38	8	0	2	64	39	28	33	3	55	1
221	g10697.t1	2.20137356649845	-3.97987351953709	1.27205858040932	-3.12868729540462	0.00175589064974309	0.00928818929271194	0	3	1	0	0	9	9	0	1	0	0	1	3	0	3
222	g10699.t1	18.9825807926997	-4.08004823119137	0.940492693394652	-4.33820300768598	1.43652436514714e-05	0.000175390545372226	1	47	0	1	2	66	43	3	0	4	2	3	21	7	27
223	g107.t1	53.1337718627241	1.36142267423336	0.429599053366826	3.16905417636214	0.00152935885076075	0.00832813459255195	47	11	48	122	97	32	33	5	85	32	197	57	17	122	20
224	g10701.t1	56.1149872308267	-2.91029060868085	0.751194716339147	-3.87421602599095	0.000106968494837934	0.000947303882856614	6	128	8	6	7	177	107	2	18	26	7	15	63	42	92
225	g10706.t2	89.7866679330252	-2.9461966580573	1.16676177742598	-2.52510556572822	0.0115663539221153	0.0409890363808297	0	0	9	22	0	489	207	4	35	56	6	21	84	40	372
226	g10714.t1	15.3797108372192	-2.97493484673069	1.02957384920699	-2.88948174919368	0.00385877405861596	0.017531410491003	4	44	0	6	2	18	67	1	1	6	0	3	20	14	1
227	g10715.t1	27.7620660132825	-1.98507675040512	0.78170786221175	-2.53940998468223	0.0111039615335755	0.0397672914714297	1	27	16	5	2	1186	60	6	18	41	16	6	165	5	20
228	g10716.t1	7.82496817815853	-4.27208684442315	1.07286807605578	-3.98193118032626	6.83575748119365e-05	0.000651447823196104	2	2	0	0	3	56	8	2	0	1	0	1	29	2	13
229	g10717.t2	203.036939170877	-5.83032435769442	1.45431936605323	-4.00897113370422	6.09838698611388e-05	0.000594585860498305	0	59	0	0	2	1370	648	0	1	1	4	48	669	1	305
230	g10718.t1	407.22155072101	-5.14343063198052	0.875859622872839	-5.87243720073538	4.29434404530417e-09	1.58276206848647e-07	10	56	13	20	14	2046	2074	18	9	46	18	48	625	34	1074
231	g10719.t1	108.69302942987	-5.31121308897565	0.897379062955588	-5.91858369358736	3.24725751973895e-09	1.24344099893013e-07	5	29	2	6	5	440	604	1	6	4	8	8	176	9	304
232	g10720.t1	157.7183472145	-3.22024893792082	0.770286323144531	-4.18058693392717	2.90757623197786e-05	0.000316903837676781	7	29	7	34	51	413	1066	50	24	51	8	33	430	72	164
233	g10721.t1	35.5469311497959	-2.52906852143509	0.881563165051122	-2.86884550273653	0.00411972977916129	0.0184077558389414	4	12	1	10	16	55	255	16	10	15	0	19	113	25	4
234	g10735.t1	11.6863202309085	-5.70935230954722	1.31386206539862	-4.34547313596046	1.38975780406023e-05	0.000170934679311217	3	40	2	0	1	5	62	0	0	0	0	1	2	2	7
235	g10744.t1	35.9958728955522	-3.70626922686937	0.981534103643245	-3.77599638475371	0.000159369302054017	0.0013120071727316	3	9	4	1	0	191	101	2	5	11	0	15	49	14	125
236	g10750.t2	53.0573184153847	-1.71421223058738	0.566153199486334	-3.02782397439892	0.002463215224397	0.0121732815420911	16	30	14	16	19	275	55	19	19	35	55	44	74	23	90
237	g10751.t1	29.6946912826684	-1.93821070063747	0.553261324557247	-3.50324632250148	0.00045962421645139	0.00312310613157218	11	38	10	7	10	112	27	14	17	31	4	21	43	17	44
238	g10752.t1	34.3153913628963	-3.49062485937821	0.990984651992305	-3.52238034399479	0.000427690061483752	0.00295625382754025	0	4	1	9	5	313	46	2	3	12	8	3	126	7	13
239	g10753.t1	36.8463192970072	1.44506788755613	0.306648361697539	4.71245918144337	2.44745116155273e-06	3.96040432910945e-05	21	15	25	60	88	29	9	6	72	46	80	71	11	90	17
240	g10761.t1	13.7960515390662	-1.83554259284097	0.722055535792009	-2.54210722285731	0.0110186365937032	0.0395271435424921	6	34	14	12	6	33	14	0	4	5	1	10	15	16	6
241	g10766.t1	339.991499538673	-1.50668917357887	0.328197084316384	-4.5908060905453	4.41537407793097e-06	6.5339684114936e-05	459	91	288	243	207	343	361	517	166	150	308	211	515	261	567
242	g1077.t1	9.13453771643822	-3.38881257121252	1.30962747939651	-2.58761565752585	0.00966427456961736	0.0356438084407896	4	47	2	2	1	276	0	0	1	3	0	5	10	1	0
243	g10775.t1	27.0900318550348	-3.6223873796199	0.83920517349865	-4.31645024841559	1.58558397601806e-05	0.000190242169434914	1	62	4	3	2	64	31	1	6	3	5	3	134	16	17
244	g1078.t1	179.943606016741	-2.10585777362757	0.770693723663068	-2.73241848087011	0.00628712277579864	0.0256065326156633	45	131	133	37	3	480	251	8	78	156	35	14	249	342	652
245	g10789.t1	174.951339295092	1.11828711646975	0.192638508160994	5.80510681454804	6.43249833027151e-09	2.25107587291081e-07	96	60	123	263	302	96	172	38	403	275	352	254	113	402	71
246	g1079.t1	10.2896687924062	-3.31593635249358	1.06158022053214	-3.12358528197841	0.00178662081164929	0.0094116243632901	4	25	3	4	0	0	3	18	1	0	0	5	20	7	16
247	g10801.t2	185.834352438387	-1.34764750531162	0.537233778920949	-2.5084936170961	0.0121247158682968	0.0425564938044453	241	9	386	184	173	339	150	246	37	219	76	94	327	115	81
248	g10803.t1	187.03588730403	-0.90408020828571	0.273366832381551	-3.30720519533929	0.000942318387997761	0.00561626951083514	128	186	95	147	210	280	218	146	177	144	143	139	186	208	248
249	g10804.t1	127.66166270908	-0.660092281822473	0.246250416010799	-2.68057326568547	0.00734961736667056	0.0289422955456712	107	35	89	111	165	203	151	103	126	119	113	97	148	165	210
250	g10805.t1	4072.18091298894	2.8589580959557	0.372758027593936	7.66974252549191	1.7234194673339e-14	2.16780117300983e-12	1550	531	1388	7904	8418	367	1501	338	14771	6984	10158	9869	318	10809	838
251	g10806.t1	200.228467654582	0.836044998155263	0.265363368673957	3.15056672039193	0.0016295403246253	0.00875685666251076	223	91	148	246	287	135	140	57	332	467	348	301	103	379	67
252	g10808.t1	4.53266043262817	-4.60917828535334	1.23345046955995	-3.73681667736339	0.000186364694690064	0.00149278051448335	1	4	1	0	0	28	3	1	0	0	0	3	12	0	10
253	g10811.t1	216.550684206398	-1.61524205553865	0.272543457599833	-5.92654863104535	3.09367796929057e-09	1.19307883895903e-07	302	98	227	102	147	292	299	765	109	118	150	110	287	222	562
254	g10813.t1	4.97574584965261	-3.2373326972186	1.1832285267903	-2.73601643631801	0.0062187919757776	0.0254143491492158	0	19	4	1	0	8	3	0	0	3	0	2	2	2	6
255	g10820.t1	2.47834926318509	2.52378200133246	1.00213626660845	2.51840202318369	0.0117888676917386	0.0416004163286192	1	1	0	8	11	0	2	0	8	4	0	2	0	8	1
256	g10825.t2	97.8893081568552	-3.16534595603755	0.986581826965819	-3.20839677918293	0.0013347721223741	0.00744081290068633	17	61	0	15	15	735	94	16	17	87	0	15	201	12	155
257	g10829.t1	118.957000946904	0.655007817127882	0.244885166197108	2.67475497719885	0.00747838843960857	0.0293123877204594	116	61	95	157	179	103	65	30	152	127	165	262	103	334	52
258	g10833.t1	393.466844432222	-8.22506827168107	2.90809962022817	-2.828330987862	0.0046791400939534	0.0203811548082709	279	0	0	0	0	0	0	1390	0	68	0	0	117	0	2175
259	g10839.t1	26.1664381866998	-4.19706760545981	1.04598285880577	-4.01255868595375	6.00641401266928e-05	0.000588003471330768	2	7	2	3	0	198	41	0	6	5	0	4	23	6	88
260	g10841.t1	240.909502087474	-3.30614173612077	0.450294363314653	-7.34217881783815	2.10144366484464e-13	2.12452026583709e-11	58	110	164	50	36	807	274	413	38	75	46	69	594	63	361
261	g10844.t1	33.5881111707343	-3.12173615314105	0.828992848780231	-3.76569732505453	0.000166084893789757	0.00135491956151636	1	4	1	11	5	101	146	6	3	12	10	9	70	8	112
262	g10852.t1	279.865976318914	1.78967346756696	0.257112593802896	6.96066046822636	3.3868113686739e-12	2.66449687131854e-10	109	78	61	660	571	124	212	87	444	508	535	609	138	768	51
